id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00065851,CPV,AIS,2012,Support to Program Execution,26000,18611,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;United Nations High Commissioner for Human Rights (UNHCHR)
00061625,CPV,AIS,2012,Third National Communication to UNFCCC,20000,15798,13,2;4,Others,Global Environment Fund Truste
00062393,CPV,AIS,2012,RENFORCEMENT DE LA QUALITÉ DE L'ÉDUCATION,6557,0,,,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF BRAZIL;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00059469,CPV,AIS,2012,Renforcement de la Coordination et l'efficacité de l'aid,1,25000,,,Others,GOVERNMENT OF LUXEMBOURG
00043236,CPV,AIS,2012,CONSERVATION ENVIRONNEMENT ET PREVENT.DESASTRES NATURELS,0,-341,,,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00046347,CPV,AIS,2012,SANTE/SREPRODUCTIVE/NUTRITION/VIH-SIDA,0,0,,,Others,GOVERNMENT OF BRAZIL;GOVERNMENT OF LUXEMBOURG
00046694,CPV,AIS,2012,Education et Protection,0,0,,,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF LUXEMBOURG
00046696,CPV,AIS,2012,PROMOTION CROISSANCE ET OPPORTUN.ECONOM.PLUS VULNERABLES,0,0,,,Others,GOVERNMENT OF LUXEMBOURG;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00058180,CPV,AIS,2012,EMPLOIS JEUNES ET COHESION SOCIALE,0,0,,,Others,GOVERNMENT OF LUXEMBOURG;GOVERNMENT OF SPAIN
00058319,CPV,AIS,2013,Consolidation Aires Protegés Cap Vert,1054773,1022338,15,10;15,Others,Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;UNITED NATIONS DEVELOPMENT PRO
00058318,CPV,AIS,2013,Suivi Programme National Action Adaptation,759669,749170,13,2;4,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00058142,CPV,AIS,2013,DESSALINATION DU L'EAU S.NICOLAU,179057,122888,1,1,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065442,CPV,AIS,2013,Governance for the sustainable reduction of risks,173247,165430,13,2;4,Others;Keeping people out of poverty,AFRICAN DEVELOPMENT BANK;Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;GOVERNMENT OF DENMARK;GOVERNMENT OF FRANCE;MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00046405,CPV,AIS,2013,UN Country Coordination,157432,64692,,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;GOVERNMENT OF LUXEMBOURG;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065430,CPV,AIS,2013,DECENTRALISATION ET DEVELOPPEMENT LOCAL,147860,147171,1;10,1;12;13,"Others;Strengthen effective, inclusive and accountable governance",GOVERNMENT OF ITALY;Madrid City Council;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065647,CPV,AIS,2013,PLANIFICATION STRATEGIQUE ET ANALYSE PROSPECTIVE,147640,147100,1;16;17,1;1;13;16,"Others;Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00012227,CPV,AIS,2013,Biodiversité et Aires Protegés,83023,80395,13,2;4,Others,GOVERNMENT OF CAPE VERDE;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00076022,CPV,AIS,2013,GREEN OFFICE IMPLEMENTATION,81667,17303,,,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00065571,CPV,AIS,2013,COORDINATION ET SUIVI MISE EN OEUVRE DES CONVENTIONS,54509,54328,16,1;13,"Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065808,CPV,AIS,2013,RENFORCEMENT DU SYSTEME NAT. STATISTIQUE,51300,50302,1;17,1;16,"Others;Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00073136,CPV,AIS,2013,PROGRAMME SOCIAL DE TRANSFERT DE RESSOURCES-PTR,40393,40392,1;17,1;16,Others,MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065432,CPV,AIS,2013,Prestation équitable/qualité des services santé,21702,21701,1,1,Others;Keeping people out of poverty,GOVERNMENT OF CAPE VERDE;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS DEVELOPMENT PRO
00065851,CPV,AIS,2013,Support to Program Execution,20000,18736,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;United Nations High Commissioner for Human Rights (UNHCHR)
00058180,CPV,AIS,2013,EMPLOIS JEUNES ET COHESION SOCIALE,13069,13069,,,Others,GOVERNMENT OF LUXEMBOURG;GOVERNMENT OF SPAIN
00043236,CPV,AIS,2013,CONSERVATION ENVIRONNEMENT ET PREVENT.DESASTRES NATURELS,10541,10517,,,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00048223,CPV,AIS,2013,Adaptation Changement Climatique Cape Verde,2610,2390,,,Others,Global Environment Fund Truste;GOVERNMENT OF CANADA;GOVERNMENT OF CAPE VERDE
00062393,CPV,AIS,2013,RENFORCEMENT DE LA QUALITÉ DE L'ÉDUCATION,953,951,,,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF BRAZIL;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00078797,CPV,AIS,2013,PALOP-TL SAI-ISC support for external control,0,0,16,1;13,"Others;Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;International Budget Partnership (IBD);UNITED NATIONS DEVELOPMENT PRO
00078797,CPV,AIS,2014,PALOP-TL SAI-ISC support for external control,1612988,701608,16,1;13,"Others;Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;International Budget Partnership (IBD);UNITED NATIONS DEVELOPMENT PRO
00058319,CPV,AIS,2014,Consolidation Aires Protegés Cap Vert,867245,799184,15,10;15,Others,Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;UNITED NATIONS DEVELOPMENT PRO
00058318,CPV,AIS,2014,Suivi Programme National Action Adaptation,581541,548643,13,2;4,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00065442,CPV,AIS,2014,Governance for the sustainable reduction of risks,313467,259825,13,2;4,Others;Keeping people out of poverty,AFRICAN DEVELOPMENT BANK;Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;GOVERNMENT OF DENMARK;GOVERNMENT OF FRANCE;MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00065430,CPV,AIS,2014,DECENTRALISATION ET DEVELOPPEMENT LOCAL,150000,151384,1;10,1;12;13,"Others;Strengthen effective, inclusive and accountable governance",GOVERNMENT OF ITALY;Madrid City Council;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065647,CPV,AIS,2014,PLANIFICATION STRATEGIQUE ET ANALYSE PROSPECTIVE,132000,131187,1;16;17,1;1;13;16,"Others;Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00058142,CPV,AIS,2014,DESSALINATION DU L'EAU S.NICOLAU,116178,48642,1,1,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00079160,CPV,AIS,2014,Programme Appui Stratégie nat Création Emploi CV,100000,94997,1,1,Others;Keeping people out of poverty,MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00046405,CPV,AIS,2014,UN Country Coordination,96276,17986,,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;GOVERNMENT OF LUXEMBOURG;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065808,CPV,AIS,2014,RENFORCEMENT DU SYSTEME NAT. STATISTIQUE,80950,80522,1;17,1;16,"Others;Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00075997,CPV,AIS,2014,Removing Barriers to Energy Eficiency in Cape Verde,72600,71659,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00061625,CPV,AIS,2014,Third National Communication to UNFCCC,59200,56477,13,2;4,Others,Global Environment Fund Truste
00065571,CPV,AIS,2014,COORDINATION ET SUIVI MISE EN OEUVRE DES CONVENTIONS,50000,49740,16,1;13,"Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00069933,CPV,AIS,2014,GENDER MAINSTREAMING,29000,28462,5,13,Strenghten gender equality and the empowerment of women and girls,MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00012227,CPV,AIS,2014,Biodiversité et Aires Protegés,14384,18024,13,2;4,Others,GOVERNMENT OF CAPE VERDE;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065851,CPV,AIS,2014,Support to Program Execution,10761,4525,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;United Nations High Commissioner for Human Rights (UNHCHR)
00073136,CPV,AIS,2014,PROGRAMME SOCIAL DE TRANSFERT DE RESSOURCES-PTR,9050,6536,1;17,1;16,Others,MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065400,CPV,AIS,2014,Capacités Techniques et Fonctionelles Secteurs sociaux,7221,7215,,,Others,GOVERNMENT OF LUXEMBOURG;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00062393,CPV,AIS,2014,RENFORCEMENT DE LA QUALITÉ DE L'ÉDUCATION,6000,5677,,,Others,Australian Agency for International Development (AusAID);GOVERNMENT OF BRAZIL;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00076418,CPV,AIS,2014,Mainstreaming biodiversity conservation into the tourism,895,890,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00012220,CPV,AIS,2014,Consolidation du processus de décentralisatin,0,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00012221,CPV,AIS,2014,Bonne Gouvernance et Reforme de l'État,0,0,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNITED NATIONS DEVELOPMENT PRO
00043109,CPV,AIS,2014,GOUVERNANCE DEMOCRATIQUE,0,0,,,Others,GOVERNMENT OF LUXEMBOURG;GOVERNMENT OF SPAIN;OFFICE OF THE HIGH COMMISSIONER FOR HUMAN RIGHTS;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00043236,CPV,AIS,2014,CONSERVATION ENVIRONNEMENT ET PREVENT.DESASTRES NATURELS,0,0,,,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00046696,CPV,AIS,2014,PROMOTION CROISSANCE ET OPPORTUN.ECONOM.PLUS VULNERABLES,0,0,,,Others,GOVERNMENT OF LUXEMBOURG;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00065432,CPV,AIS,2014,Prestation équitable/qualité des services santé,0,-8,1,1,Others;Keeping people out of poverty,GOVERNMENT OF CAPE VERDE;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS DEVELOPMENT PRO
00076022,CPV,AIS,2014,GREEN OFFICE IMPLEMENTATION,0,2930,,,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00078797,CPV,AIS,2015,PALOP-TL SAI-ISC support for external control,2286328,1635275,16,1;13,"Others;Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;International Budget Partnership (IBD);UNITED NATIONS DEVELOPMENT PRO
00058318,CPV,AIS,2015,Suivi Programme National Action Adaptation,1065081,1072390,13,2;4,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00079160,CPV,AIS,2015,Programme Appui Stratégie nat Création Emploi CV,474504,438705,1,1,Others;Keeping people out of poverty,MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00065442,CPV,AIS,2015,Governance for the sustainable reduction of risks,367745,303081,13,2;4,Others;Keeping people out of poverty,AFRICAN DEVELOPMENT BANK;Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;GOVERNMENT OF DENMARK;GOVERNMENT OF FRANCE;MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00061625,CPV,AIS,2015,Third National Communication to UNFCCC,163903,131903,13,2;4,Others,Global Environment Fund Truste
00065430,CPV,AIS,2015,DECENTRALISATION ET DEVELOPPEMENT LOCAL,152497,152497,1;10,1;12;13,"Others;Strengthen effective, inclusive and accountable governance",GOVERNMENT OF ITALY;Madrid City Council;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00058319,CPV,AIS,2015,Consolidation Aires Protegés Cap Vert,142956,101277,15,10;15,Others,Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;UNITED NATIONS DEVELOPMENT PRO
00065571,CPV,AIS,2015,COORDINATION ET SUIVI MISE EN OEUVRE DES CONVENTIONS,135610,137770,16,1;13,"Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00088659,CPV,AIS,2015,CV - Appliances & Building Energy - Efficiency (CABEEP),122379,122316,13;16,2;4;1;13,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00065647,CPV,AIS,2015,PLANIFICATION STRATEGIQUE ET ANALYSE PROSPECTIVE,99883,99883,1;16;17,1;1;13;16,"Others;Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00076418,CPV,AIS,2015,Mainstreaming biodiversity conservation into the tourism,97332,97332,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00065432,CPV,AIS,2015,Prestation équitable/qualité des services santé,75606,75565,1,1,Others;Keeping people out of poverty,GOVERNMENT OF CAPE VERDE;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS DEVELOPMENT PRO
00091236,CPV,AIS,2015,APOIO BDRE CABO VERDE - 2016,59400,53637,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF CAPE VERDE;MDTFO/UNDP CVF
00065400,CPV,AIS,2015,Capacités Techniques et Fonctionelles Secteurs sociaux,14850,289,,,Others,GOVERNMENT OF LUXEMBOURG;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065851,CPV,AIS,2015,Support to Program Execution,11871,11858,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;United Nations High Commissioner for Human Rights (UNHCHR)
00069933,CPV,AIS,2015,GENDER MAINSTREAMING,10815,10816,5,13,Strenghten gender equality and the empowerment of women and girls,MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00058142,CPV,AIS,2015,DESSALINATION DU L'EAU S.NICOLAU,803,13445,1,1,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00073136,CPV,AIS,2015,PROGRAMME SOCIAL DE TRANSFERT DE RESSOURCES-PTR,687,-10,1;17,1;16,Others,MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00075997,CPV,AIS,2015,Removing Barriers to Energy Eficiency in Cape Verde,123,123,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00078797,CPV,AIS,2016,PALOP-TL SAI-ISC support for external control,2347447,1965943,16,1;13,"Others;Strengthen effective, inclusive and accountable governance",EUROPEAN COMMISSION;International Budget Partnership (IBD);UNITED NATIONS DEVELOPMENT PRO
00058318,CPV,AIS,2016,Suivi Programme National Action Adaptation,606898,527177,13,2;4,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00090563,CPV,AIS,2016,Mainstreaming biodiversity conservation into the tourism,401685,229618,13;14,2;4;5;10;14,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;UNITED NATIONS DEVELOPMENT PRO
00079160,CPV,AIS,2016,Programme Appui Stratégie nat Création Emploi CV,339344,294605,1,1,Others;Keeping people out of poverty,MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT
00065571,CPV,AIS,2016,COORDINATION ET SUIVI MISE EN OEUVRE DES CONVENTIONS,202927,206209,16,1;13,"Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00088659,CPV,AIS,2016,CV - Appliances & Building Energy - Efficiency (CABEEP),198664,188697,13;16,2;4;1;13,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00061625,CPV,AIS,2016,Third National Communication to UNFCCC,156505,128734,13,2;4,Others,Global Environment Fund Truste
00065851,CPV,AIS,2016,Support to Program Execution,122461,122460,,,Others,GOVERNMENT OF AUSTRIA;GOVERNMENT OF PORTUGAL;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;United Nations High Commissioner for Human Rights (UNHCHR)
00091236,CPV,AIS,2016,APOIO BDRE CABO VERDE - 2016,108763,96872,16,1;13,"Strengthen effective, inclusive and accountable governance",GOVERNMENT OF CAPE VERDE;MDTFO/UNDP CVF
00065432,CPV,AIS,2016,Prestation équitable/qualité des services santé,104849,104764,1,1,Others;Keeping people out of poverty,GOVERNMENT OF CAPE VERDE;GOVERNMENT OF LUXEMBOURG;UNITED NATIONS DEVELOPMENT PRO
00065430,CPV,AIS,2016,DECENTRALISATION ET DEVELOPPEMENT LOCAL,69530,69414,1;10,1;12;13,"Others;Strengthen effective, inclusive and accountable governance",GOVERNMENT OF ITALY;Madrid City Council;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065647,CPV,AIS,2016,PLANIFICATION STRATEGIQUE ET ANALYSE PROSPECTIVE,68591,68176,1;16;17,1;1;13;16,"Others;Strengthen effective, inclusive and accountable governance",MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065442,CPV,AIS,2016,Governance for the sustainable reduction of risks,60310,60504,13,2;4,Others;Keeping people out of poverty,AFRICAN DEVELOPMENT BANK;Global Environment Fund Truste;GOVERNMENT OF CAPE VERDE;GOVERNMENT OF DENMARK;GOVERNMENT OF FRANCE;MDTFO/UNDP CVF;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00058142,CPV,AIS,2016,DESSALINATION DU L'EAU S.NICOLAU,55287,57587,1,1,Others,UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS DEVELOPMENT PRO
00065400,CPV,AIS,2016,Capacités Techniques et Fonctionelles Secteurs sociaux,45050,45741,,,Others,GOVERNMENT OF LUXEMBOURG;MDTFO/UNDP CVF;UNITED NATIONS DEVELOPMENT PRO
00065808,CPV,AIS,2016,RENFORCEMENT DU SYSTEME NAT. STATISTIQUE,40000,39852,1;17,1;16,"Others;Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
